Price,Close,High,Low,Open,Volume
Ticker,TUPRS.IS,TUPRS.IS,TUPRS.IS,TUPRS.IS,TUPRS.IS
2017-02-21,6.425323486328125,6.490731444320108,6.375306391535106,6.448408496885125,5499221
2017-02-22,6.456103801727295,6.56383368193187,6.398391017323587,6.402238604776714,9511173
2017-02-23,6.463799476623535,6.529206413599694,6.433019288314199,6.490732077182125,5481070
2017-02-24,6.471494197845459,6.525359399457195,6.44456159703959,6.448409184825662,4428795
2017-02-27,6.475341320037842,6.525358930267112,6.448408721168497,6.463799071206178,3963582
2017-02-28,6.552291393280029,6.598461932358916,6.502274293863103,6.502274293863103,5928412
2017-03-01,6.6561737060546875,6.679258717007607,6.559986074801426,6.571528837126179,6812911
2017-03-02,6.648478984832764,6.7023436674387895,6.552290840751486,6.656173645949862,5133856
2017-03-03,6.8062262535095215,6.867786627290104,6.5753761360738485,6.636936509854432,8250039
2017-03-06,6.887024402618408,6.925499252920589,6.810074188317417,6.817768850159874,4759958
2017-03-07,6.85624361038208,6.921651569311094,6.8254634246329315,6.921651569311094,6183604
2017-03-08,6.779294967651367,6.887024863931514,6.648480056904285,6.8793296878769805,5606342
2017-03-09,6.725429058074951,6.767751494547657,6.698496458402336,6.748514070123392,2766064
2017-03-10,6.902413845062256,6.921651782809234,6.7061915033125,6.73697117631446,5314540
2017-03-13,6.790837287902832,6.894720110921158,6.721582243789506,6.848549567815603,3825297
2017-03-14,6.829310894012451,6.898565925478457,6.779293799367484,6.794683635127737,3777697
2017-03-15,6.779294967651367,6.829312070915841,6.779294967651368,6.802379468421638,3653062
2017-03-16,6.783141613006592,6.894719081807775,6.783141613006592,6.825463534334936,5042912
2017-03-17,6.883176326751709,6.883176326751709,6.786989207817043,6.7985309429139695,6206445
2017-03-20,6.921651840209961,6.963973762514478,6.8254636917671965,6.8254636917671965,3315291
2017-03-21,7.017839431762695,7.06785653258316,6.9331940403888845,6.937041628228145,6675711
2017-03-22,6.875481128692627,6.990906184723595,6.81392127004164,6.979363422272202,4278862
2017-03-23,6.887024402618408,6.9370415025325896,6.837006789007596,6.913957003308587,5992637
2017-03-24,6.821616172790527,6.913956734580653,6.786989425300376,6.8677867105338954,5418840
2017-03-27,6.744667053222656,6.863939711181704,6.713886863321293,6.821616757431083,4226173
2017-03-28,6.794683933258057,6.837006368728167,6.76390374669043,6.779294096822544,6164144
2017-03-29,6.913957595825195,6.929347434525629,6.794684933230977,6.798532007633579,4113522
2017-03-30,7.006296634674072,7.017839398136546,6.910109507636645,6.963974196038277,5492340
2017-03-31,6.940888404846191,7.040923622188717,6.902413558343643,6.979363251348741,4581108
2017-04-03,6.867786407470703,6.987058536247716,6.817768284314548,6.987058536247716,8869812
2017-04-04,6.848597049713135,6.947852143438331,6.848597049713134,6.873410270978755,6733111
2017-04-05,7.034700393676758,7.034700393676758,6.84859736057746,6.84859736057746,6682795
2017-04-06,6.91063117980957,7.026428604641299,6.902359737976706,7.026428604641299,5582934
2017-04-07,7.026428699493408,7.026428699493407,6.894088389209444,6.90649555212623,4821831
2017-04-10,7.042971611022949,7.04710733233568,6.939581339033309,7.030564999250484,6980239
2017-04-11,7.113277435302734,7.113277435302734,7.030564669425597,7.059514165090881,6295520
2017-04-12,7.088463306427002,7.150498015775368,7.0760561436910585,7.121548521557176,3316733
2017-04-13,7.005751132965088,7.11327711640252,6.968530196731057,7.11327711640252,6626683
2017-04-14,7.026428699493408,7.051242473161295,6.968530262378792,7.001615477991203,1359652
2017-04-17,7.067784786224365,7.071920507185708,6.964394523019205,7.030564401903645,2677304
2017-04-18,7.005751132965088,7.0595138486009645,6.993343970165184,7.051242406734362,4641742
2017-04-19,6.943717002868652,7.04297155272397,6.927174117754663,7.022293498497207,5226774
2017-04-20,7.014022350311279,7.030564682651545,6.92717386315205,6.9561233588717934,4676371
2017-04-21,7.009887218475342,7.071921384090557,6.9933448847444355,7.030565273680414,4049948
2017-04-24,7.092598915100098,7.105005525474034,7.042970817107355,7.042970817107355,5078171
2017-04-25,7.113277435302734,7.1174131564214465,7.0512427228534555,7.113277435302734,6312348
2017-04-26,7.278702735900879,7.278702735900879,7.084328252074609,7.11327774901664,7932085
2017-04-27,7.336599826812744,7.377956480043559,7.25802334522201,7.266294786301298,4749808
2017-04-28,7.402771949768066,7.4027719497680655,7.278703065937822,7.315923455004018,3695965
2017-05-01,7.402771949768066,7.4027719497680655,7.4027719497680655,7.4027719497680655,0
2017-05-02,7.299381732940674,7.468942463024437,7.291110841436016,7.411044013828639,5180427
2017-05-03,7.26629638671875,7.336601442715036,7.237346888730678,7.29938105399162,4696083
2017-05-04,7.2208027839660645,7.336600204204543,7.2208027839660645,7.278701770168131,5075420
2017-05-05,7.593009948730469,7.617823170807327,7.373821701615518,7.373821701615518,16302993
2017-05-08,7.564060688018799,7.704671895699092,7.55165407659558,7.6302305706626345,7788606
2017-05-09,7.737757682800293,7.750164295136956,7.4937556359103015,7.543383189588461,7073332
2017-05-10,7.7667059898376465,7.779113153319056,7.634366225696878,7.754299378521948,6385771
2017-05-11,7.601280689239502,7.774977105522053,7.580603188637261,7.766705663548608,7902489
2017-05-12,7.791518688201904,7.791518688201904,7.597144237839204,7.609551399606508,5514936
2017-05-15,7.837011814117432,7.919724025169362,7.766705661691331,7.808062319382982,5820843
2017-05-16,7.861825466156006,7.894910129198315,7.783248425140587,7.861825466156006,6610926
2017-05-17,7.886639595031738,7.940402868870226,7.774977878122814,7.820469709165922,5181582
2017-05-18,7.853553771972656,7.8907741547407575,7.758434402492331,7.882503265328768,6286896
2017-05-19,7.853553771972656,7.853553771972656,7.853553771972656,7.853553771972656,0
2017-05-22,7.816333770751953,7.911452592709759,7.808062328770541,7.8742327602904645,7476728
2017-05-23,7.820469856262207,7.841148463639603,7.7584356906272705,7.816334686952478,6911422
2017-05-24,7.990029335021973,8.03138488402118,7.78324772486654,7.812197216548176,9399579
2017-05-25,7.915589332580566,8.014844992636458,7.8494194447090635,7.952810274122245,8963353
2017-05-26,7.936267375946045,7.985895481981304,7.857690875790797,7.915589320528046,4277420
2017-05-29,7.927995681762695,7.965216067310535,7.903181907342236,7.936266571792381,1847622
2017-05-30,7.923860549926758,7.9941661573187535,7.886639609445265,7.927996271332006,3645873
2017-05-31,7.85768985748291,8.010708220777937,7.849418415521336,7.969351563135747,11737439
2017-06-01,7.915589332580566,7.961081717168343,7.861826609278209,7.89904699865413,4118548
2017-06-02,7.998302459716797,8.002438181422463,7.9321325689235,7.9652172382372575,6188168
2017-06-05,8.109963417053223,8.171998132432911,7.977623647997151,8.010708866344034,6754608
2017-06-06,8.238167762756348,8.2629815377094,8.0727427804579,8.126506051550468,4526760
2017-06-07,8.126505851745605,8.296066551061555,8.085149193063538,8.26298133454904,5750255
2017-06-08,8.105827331542969,8.171997208590517,8.085148727310298,8.171997208590517,4916527
2017-06-09,8.155455589294434,8.163727031709552,8.085149433097362,8.114098929384559,4385920
2017-06-12,8.13891315460205,8.221625926830669,8.1058284874432,8.180269264633486,2061234
2017-06-13,8.217490196228027,8.221625917659706,8.126506533394059,8.15545603125007,3281957
2017-06-14,8.378779411315918,8.395322296932886,8.159591698548516,8.22989675375766,6181462
2017-06-15,8.27125358581543,8.378779583709358,8.22989692308784,8.33742347314752,6442275
2017-06-16,8.188539505004883,8.271252265086988,8.171997173854727,8.271252265086988,5534291
2017-06-19,8.27125358581543,8.312609696377267,8.213354589296255,8.22989692308784,6606985
2017-06-20,8.147184371948242,8.304338469182628,8.147184371948242,8.271253250773881,4771949
2017-06-21,8.155455589294434,8.171997921958955,8.064471379225283,8.064471379225283,6754097
2017-06-22,8.27125358581543,8.30433880556435,8.114099482215241,8.188540812526002,7593439
2017-06-23,8.134778022766113,8.296067294363532,8.134778022766113,8.271253517797332,5518541
2017-06-26,8.134778022766113,8.134778022766113,8.134778022766113,8.134778022766113,0
2017-06-27,8.134778022766113,8.134778022766113,8.134778022766113,8.134778022766113,0
2017-06-28,8.27125358581543,8.27125358581543,8.109963760725908,8.109963760725908,5965687
2017-06-29,8.246438980102539,8.279524196525692,8.213353763679386,8.27125275437848,5927439
2017-06-30,8.370508193969727,8.411864856960358,8.205083198504468,8.296067415351253,6205864
2017-07-03,8.246438980102539,8.403592515739698,8.246438980102539,8.370507299316545,3177930
2017-07-04,8.279523849487305,8.296066180922656,8.238167192650414,8.254709524085765,3711288
2017-07-05,8.28779411315918,8.329150214706841,8.200945637310333,8.279523224149028,6428219
2017-07-06,8.27125358581543,8.378779583709358,8.242304087555842,8.287795919607014,4609780
2017-07-07,8.242301940917969,8.296065201945622,8.234030500093526,8.25057338174241,4313974
2017-07-10,8.296067237854004,8.3787794577341,8.24643968505965,8.250575406486805,4452231
2017-07-11,8.478034019470215,8.519390126757331,8.267117209707065,8.29606670567433,6754972
2017-07-12,8.44494915008545,8.569018021109256,8.44494915008545,8.478033814248,5137874
2017-07-13,8.684815406799316,8.70962918088062,8.461491440067585,8.469762329984222,5177732
2017-07-14,8.875053405761719,8.875053405761719,8.64345801656088,8.684814671304458,4496786
2017-07-17,8.850240707397461,8.9743095823476,8.784070272646911,8.92468148020183,9517060
2017-07-18,8.709630012512207,8.891597338372966,8.701358569640083,8.875055004794465,6882757
2017-07-19,8.932952880859375,8.966038098080102,8.759256456740554,8.767527899087163,6097812
2017-07-20,8.999124526977539,9.123192865887454,8.932954083626644,8.966039305302091,8020285
2017-07-21,8.999124526977539,9.065293865996866,8.916411748871813,8.999124526977539,3462368
2017-07-24,8.9081392288208,9.065292770413414,8.891596896065188,9.040479547362855,7224105
2017-07-25,8.866783142089844,8.990852018468448,8.850240809294604,8.932953025436527,5332789
2017-07-26,8.941224098205566,9.048750085177108,8.866782775456485,8.866782775456485,5670371
2017-07-27,8.974309921264648,9.065293030109798,8.974309921264648,8.982580811796534,4491718
2017-07-28,8.916410446166992,8.974309437598425,8.883325781491063,8.974309437598425,3248154
2017-07-31,8.96603775024414,8.99912296618133,8.891596428509727,8.957766308218421,3940174
2017-08-01,8.850240707397461,9.00739424755716,8.75098560743735,8.966038139962352,7156205
2017-08-02,8.932952880859375,9.090106972450688,8.825426891182007,8.833697781362906,7726726
2017-08-03,9.429226875305176,9.768348246998215,9.371328993380345,9.511940186098794,24390198
2017-08-04,9.437499046325684,9.520212363512949,9.387871497745882,9.470583710601753,12240312
2017-08-07,9.429226875305176,9.569838068023625,9.38787077207402,9.47058297853633,9876181
2017-08-08,9.677366256713867,9.677366256713867,9.437499933420073,9.437499933420073,11055541
2017-08-09,9.702178001403809,9.817975976090384,9.578109689380758,9.636008676724048,11030103
2017-08-10,9.677366256713867,9.809707134920547,9.669095918116012,9.718722367029143,6039103
2017-08-11,9.511940956115723,9.652552160217024,9.462313407354593,9.652552160217024,8616300
2017-08-14,9.669095993041992,9.669095993041992,9.553297999796701,9.586382667438995,6553106
2017-08-15,9.536754608154297,9.735264812145715,9.470584172046674,9.702179041926179,6595274
2017-08-16,9.346515655517578,9.56156763588803,9.205904447955358,9.536754413062429,11113655
2017-08-17,9.4209566116333,9.536754598623048,9.31343117152162,9.404414830871515,9609964
2017-08-18,9.511940956115723,9.561567400545453,9.321702203253292,9.346515425468157,4954530
2017-08-21,9.536754608154297,9.611196486816803,9.429228063603702,9.528483165599413,7899591
2017-08-22,9.528483390808105,9.677366047320557,9.528483390808105,9.586382385729305,11365935
2017-08-23,9.561568260192871,9.602925474821594,9.511941811301398,9.54502647867288,5217625
2017-08-24,9.578110694885254,9.6856372391921,9.561567809812985,9.561567809812985,7543466
2017-08-25,9.636009216308594,9.685636764763057,9.561567341461203,9.578110225723155,4905656
2017-08-28,9.677366256713867,9.726993809958497,9.652553032257302,9.669095918116012,3959704
2017-08-29,9.735264778137207,9.784892328961696,9.61946679143625,9.67736578478673,7747488
2017-08-30,9.735264778137207,9.735264778137207,9.735264778137207,9.735264778137207,0
2017-08-31,9.702178001403809,9.826247417758188,9.702178001403809,9.735263768075018,6613271
2017-09-01,9.702178001403809,9.702178001403809,9.702178001403809,9.702178001403809,0
2017-09-04,9.702178001403809,9.702178001403809,9.702178001403809,9.702178001403809,0
2017-09-05,9.669095993041992,9.81797754959807,9.611196996419347,9.801435767942676,10992513
2017-09-06,10.214997291564941,10.305980949710266,9.636009572944557,9.677365680798665,20438831
2017-09-07,10.248082160949707,10.289437160839064,10.107469860535478,10.256352498328777,7708827
2017-09-08,10.330795288085938,10.413507503882741,10.148826867268966,10.264624852849636,9811788
2017-09-11,10.297710418701172,10.39696552806846,10.28116753236278,10.372152302892403,4836076
2017-09-12,10.173640251159668,10.322522888386219,10.14055448444399,10.297708563349461,6653108
2017-09-13,10.090928077697754,10.231539273728417,10.090928077697754,10.173640286108418,5799500
2017-09-14,10.132284164428711,10.214996372696728,10.041300514467627,10.090928060294704,9024750
2017-09-15,10.107470512390137,10.206725610653532,10.074385847746141,10.173640946009536,6209686
2017-09-18,10.107470512390137,10.223268495141234,10.099200174477692,10.13228483912169,9068234
2017-09-19,10.057842254638672,10.223267774866502,9.95858826769957,10.115741241934979,9252978
2017-09-20,9.900690078735352,10.148826722588346,9.884147194079251,10.066114507970681,8061508
2017-09-21,9.817976951599121,9.99994426904563,9.726993292875866,9.859333059715924,7405461
2017-09-22,9.760077476501465,9.908960120968247,9.718721370427033,9.884146899056145,5641272
2017-09-25,9.892419815063477,9.892419815063477,9.561568708509926,9.760078930709437,6980736
2017-09-26,10.049572944641113,10.132286274465418,9.925504606402002,9.93377604981759,8713187
2017-09-27,9.826248168945312,10.049571589391737,9.79316350407621,10.049571589391737,7106911
2017-09-28,9.842790603637695,9.908959930351342,9.726992625391764,9.735264067313812,6728365
2017-09-29,10.057842254638672,10.107469800273888,9.784891305810648,9.859332072097807,8293614
2017-10-02,10.140554428100586,10.21499629846591,10.024757558233109,10.057842220433628,7358932
2017-10-03,10.198453903198242,10.24808255537075,10.041300921977479,10.14055491332836,7186186
2017-10-04,10.181912422180176,10.281166416442884,10.15709809536594,10.231539971477236,4606630
2017-10-05,10.057842254638672,10.248082099849775,10.057842254638672,10.198453449883228,5386710
2017-10-06,10.198453903198242,10.198453903198242,9.933774384266467,10.041300921977479,7529753
2017-10-09,9.99167251586914,9.99167251586914,9.71045010595422,9.966859293503191,7993454
2017-10-10,10.148826599121094,10.248082801518759,10.024758278703969,10.049571501054832,11718021
2017-10-11,10.132284164428711,10.190183151948856,9.975130085254413,10.148825943483514,14440356
2017-10-12,10.545846939086914,10.612017372246736,10.198454097577798,10.214996981950604,19900461
2017-10-13,10.578930854797363,10.661644166476112,10.521032972252955,10.578930854797362,8531586
2017-10-16,10.645101547241211,10.777441303144997,10.53757611675577,10.603745442541989,10399788
2017-10-17,10.595475196838379,10.760900738641187,10.595475196838379,10.653374191685936,5196100
2017-10-18,10.645101547241211,10.736085198445773,10.578931117123645,10.636830105435097,7277900
2017-10-19,10.77744197845459,10.818799190076586,10.653373656582856,10.669916541231654,8754753
2017-10-20,10.810527801513672,10.876697131775094,10.678188036659403,10.793984916782604,9497740
2017-10-23,11.000765800476074,11.083478009768442,10.727813742881105,10.835340277559991,8047060
2017-10-24,10.959409713745117,11.100020911504537,10.88496784179522,11.058664806790748,7721952
2017-10-25,10.901510238647461,10.992493885821533,10.893238797207763,10.96768066583374,4708669
2017-10-26,10.909781455993652,11.091748746604079,10.884967132184261,10.901510014723856,6106002
2017-10-27,11.108291625976562,11.124833404180162,10.893238570348261,10.9015100116157,5972400
2017-10-30,11.182733535766602,11.273717190378333,11.124834545286939,11.133105987402804,7156891
2017-10-31,11.290261268615723,11.290261268615723,11.15792038942891,11.224090829022316,7023478
2017-11-01,11.339889526367188,11.397788526565162,11.232362969475462,11.331618082862967,8067325
2017-11-02,11.637653350830078,11.637653350830078,11.381244157252084,11.397787042105966,8019088
2017-11-03,11.563211441040039,11.83616351870996,11.46395634085669,11.645923656415686,8351875
2017-11-06,11.877517700195312,11.877517700195312,11.621109629406812,11.662465734232978,8320417
2017-11-07,11.621110916137695,11.993317005116532,11.56321192123774,11.90233334355866,9969890
2017-11-08,11.579753875732422,11.769992626300517,11.248903922758837,11.670737529975304,9966271
2017-11-09,10.463133811950684,10.918052049152585,10.41350626749854,10.893238829092166,34473656
2017-11-10,10.264625549316406,10.636831649988066,10.239812324626334,10.496220431860294,14888321
2017-11-13,10.521034240722656,10.537577125919166,9.958589396018803,10.297709707895603,17961818
2017-11-14,10.388692855834961,10.570659043028337,10.339064207966837,10.545845823425559,9454515
2017-11-15,10.124013900756836,10.405236325055949,10.124013900756836,10.396964882400422,7894922
2017-11-16,10.049572944641113,10.314253612282071,9.983403605979547,10.214998499958158,6889624
2017-11-17,10.322524070739746,10.355608736913647,10.04957198572783,10.099200641485869,7128765
2017-11-20,10.165369033813477,10.388693546747367,10.07438538200017,10.347336337440087,5370092
2017-11-21,10.512761116027832,10.521032557302613,10.07438466744595,10.08265610872073,8278298
2017-11-22,10.50448989868164,10.68645719328078,10.28116539682697,10.37215014845784,13266358
2017-11-23,10.430048942565918,10.61201735741831,10.430048942565918,10.54584692435095,5368580
2017-11-24,10.264625549316406,10.479678650177416,10.264625549316406,10.421779653458566,4604369
2017-11-27,10.305981636047363,10.380423518607437,10.206726528854938,10.289438750071458,4791066
2017-11-28,10.157097816467285,10.479677430206326,10.157097816467285,10.30598046027037,6663398
2017-11-29,9.966859817504883,10.206726133199778,9.933775151167074,10.173641466861971,5829061
2017-11-30,10.024757385253906,10.157097136103758,9.677364572983151,9.92550229603369,15962625
2017-12-01,9.760077476501465,10.0164866593606,9.702178486264707,10.0164866593606,7865074
2017-12-04,9.817976951599121,9.88414738718487,9.561567756077213,9.751807620344811,8058064
2017-12-05,9.966859817504883,10.008215926510006,9.875876156827314,9.875876156827314,5125988
2017-12-06,9.685635566711426,10.090927346346092,9.685635566711426,10.090927346346092,10186673
2017-12-07,9.702178001403809,9.793162755418308,9.685636222399532,9.71044944307161,4920188
2017-12-08,9.760077476501465,9.908960120968247,9.718721370427033,9.743535696670524,6209441
2017-12-11,9.726991653442383,9.892417162359433,9.726991653442383,9.851059956881729,6122816
2017-12-12,9.735264778137207,9.826248437260197,9.685637227312718,9.735264778137207,5775021
2017-12-13,9.793163299560547,9.966859166910227,9.768348973178368,9.793163299560547,11149019
2017-12-14,9.561568260192871,9.86760502245644,9.553297921598624,9.85106213660495,20844159
2017-12-15,9.49539852142334,9.586382181072207,9.363058753236938,9.561567853350814,9786854
2017-12-18,9.29688835144043,9.553297550521366,9.272074023627054,9.52848322270799,15068039
2017-12-19,9.594654083251953,9.693909190229165,9.247261208831711,9.313431648260353,15719375
2017-12-20,10.107470512390137,10.107470512390137,9.553297134029021,9.636009347804714,21372792
2017-12-21,9.958588600158691,10.372150758037696,9.884146727055022,10.132284463514972,15929816
2017-12-22,9.884146690368652,10.124012984001078,9.851060922742551,10.057842553080238,4432981
2017-12-25,9.958588600158691,10.049571148474078,9.86760384318057,10.008215043119314,1906611
2017-12-26,9.908960342407227,10.03302976773453,9.90069000447263,9.983402218469891,2570029
2017-12-27,9.842790603637695,9.91723137227339,9.71044974154767,9.91723137227339,5021016
2017-12-28,10.099200248718262,10.157098136188019,9.851061396904266,9.851061396904266,9743496
2017-12-29,10.049572944641113,10.256354612704527,10.04130260555709,10.115743387634245,10278058
2018-01-01,10.049572944641113,10.049572944641113,10.049572944641113,10.049572944641113,0
2018-01-02,10.173640251159668,10.248082121938609,10.049570834638542,10.0743851596753,10495513
2018-01-03,10.115742683410645,10.405236556813222,10.115742683410645,10.214997788824757,15607368
2018-01-04,10.074387550354004,10.297711007023409,10.066116106712249,10.132286551514692,11175703
2018-01-05,10.157097816467285,10.214996806445937,10.090928488775724,10.132284594665794,8597309
2018-01-08,10.132284164428711,10.281165697578608,10.115741281042574,10.239810697775933,7350245
2018-01-09,9.925503730773926,10.198454713419167,9.908960845402165,10.157098604321234,10111787
2018-01-10,9.851062774658203,9.925504661480009,9.801436322552426,9.925504661480009,6127569
2018-01-11,10.049572944641113,10.049572944641113,9.842792380909263,9.925504606402002,9257339
2018-01-12,9.884146690368652,10.115741542094554,9.884146690368652,10.074385436893289,12124448
2018-01-15,9.685635566711426,9.942044719398536,9.685635566711426,9.86760285375913,7393946
2018-01-16,9.726991653442383,9.801433518970994,9.553295807761048,9.685635552295935,8733690
2018-01-17,9.826248168945312,9.867604276114546,9.685636962837355,9.768349177175821,9882201
2018-01-18,9.718721389770508,9.88414691872887,9.710449947672883,9.842790812572126,10510087
2018-01-19,9.735264778137207,9.793163771487686,9.660824004066196,9.726993335611219,9174599
2018-01-22,9.627737998962402,9.801434974774134,9.602924776321538,9.751807425160985,11248580
2018-01-23,9.644280433654785,9.702178318559373,9.611195770233396,9.644280433654785,9642577
2018-01-24,9.636009216308594,9.702178544693618,9.636009216308594,9.64428065843957,10143980
2018-01-25,9.511940956115723,9.685636824613978,9.511940956115723,9.636009275852848,11257092
2018-01-26,9.487126350402832,9.578110003065733,9.42922736116334,9.511940676218915,6763827
2018-01-29,9.660822868347168,9.70217786745256,9.520211674929836,9.528482012152125,10022026
2018-01-30,9.528483390808105,9.718722156740993,9.528483390808105,9.636009937900122,8409184
2018-01-31,9.545024871826172,9.594652416694649,9.495397326957695,9.561566650561456,5283110
2018-02-01,9.387870788574219,9.56156664331662,9.354786126797407,9.54502486459387,7743379
2018-02-02,9.313430786132812,9.429227663999448,9.26380323723814,9.38787155730912,7990829
2018-02-05,9.114921569824219,9.338245011677508,9.106650126731221,9.321703229823036,9644208
2018-02-06,9.272072792053223,9.37132898579145,8.817154552547604,8.850239766405128,13241214
2018-02-07,9.313430786132812,9.363058335027485,9.214175136177765,9.313430786132812,11618957
2018-02-08,9.313430786132812,9.371329777231832,9.222446578382112,9.354786892823139,9488213
2018-02-09,9.238988876342773,9.31343075157426,9.222446544161164,9.247260318516426,7397824
2018-02-12,9.090106010437012,9.313429960669502,9.090106010437012,9.29688707772703,8204448
2018-02-13,9.263803482055664,9.288616704993046,9.114920831437075,9.139734606540173,6782734
2018-02-14,9.429226875305176,9.503668744586301,9.296887124099218,9.296887124099218,9942681
2018-02-15,9.429226875305176,9.47058297853633,9.30515856561171,9.32997178581788,11939242
2018-02-16,9.321702003479004,9.553296857957145,9.272073351450071,9.4705835422403,16289336
2018-02-19,9.363058090209961,9.39614275383087,9.305159100624836,9.363058090209961,9464000
2018-02-20,9.205903053283691,9.404413223140416,9.15627551081951,9.396141782007842,9411339
2018-02-21,9.37960147857666,9.37960147857666,9.214175390747842,9.280345273713653,8705151
2018-02-22,9.793163299560547,9.834519405866118,9.470583682580576,9.470583682580576,27534927
2018-02-23,9.801433563232422,9.884145765898833,9.743534579633431,9.834518223432735,12856977
2018-02-26,9.751808166503906,9.900690826661574,9.751808166503906,9.884147940755776,7598661
2018-02-27,9.627737998962402,9.784892090125945,9.553297226708388,9.76007776315366,11711357
2018-02-28,9.702178001403809,9.726992326407217,9.561566806045153,9.594652572716365,7491680
2018-03-01,9.693907737731934,9.79316282983715,9.619465866487351,9.652551633409983,8214248
2018-03-02,9.594654083251953,9.726993857777734,9.569839754341897,9.677366304289128,9194521
2018-03-05,9.644280433654785,9.69390798095255,9.569838560542452,9.69390798095255,4584069
2018-03-06,9.561568260192871,9.710450919861783,9.54502647867288,9.693909138341791,6944532
2018-03-07,9.41268539428711,9.569839493438439,9.387872170385045,9.53675482679186,8849617
2018-03-08,9.41268539428711,9.470584389167227,9.379601831972005,9.420956837031623,4511577
2018-03-09,9.396142959594727,9.44577050827856,9.363058295249303,9.42922762394015,6259330
2018-03-12,9.586381912231445,9.611196239256943,9.437499263072718,9.445770705414551,6306174
2018-03-13,9.553297996520996,9.644281660754737,9.536755110539767,9.561568335180102,7614061
2018-03-14,9.586381912231445,9.611196239256943,9.528482920170037,9.53675436251187,6422367
2018-03-15,9.594654083251953,9.652553079710577,9.561568311371879,9.602925526221972,10538087
2018-03-16,9.561568260192871,9.619467256341586,9.553297921598624,9.57811114604436,9884693
2018-03-19,9.569839477539062,9.602925248462148,9.520213029817382,9.545026253678223,7043995
2018-03-20,9.561568260192871,9.611196917747339,9.54502647867288,9.59465403189585,7833378
2018-03-21,9.793163299560547,9.834519405866118,9.553296999523115,9.586381663701292,22670361
2018-03-22,9.917230606079102,9.966858149445851,9.826246960628609,9.842789843194618,12445496
2018-03-23,10.239810943603516,10.25635272305544,9.784891578545489,9.842790567455618,18314387
2018-03-26,10.363879203796387,10.47967718100002,10.272895552135541,10.281165889651783,17208590
